Transaction_ID,Date,Station_Name,OMC,City,Province,Fuel_Type,Price_Per_Liter_PKR,Volume_Sold_Liters,Total_Revenue_PKR,Payment_Method,Customer_Type
TXN-20253536,2026-08-13,Hascol Peshawar Ferozepur Road Pump,Hascol,Peshawar,KPK,Hi-Octane (97 Ron),327.44,8.03,2629.34,Cash,Corporate Fleet
TXN-20253537,2026-01-01,Total Parco Islamabad G-11 Markaz Station,Total Parco,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),328.08,135.76,44540.14,Cash,Government
TXN-20253538,2025-09-12,Hascol Quetta Hayatabad Filling Station,Hascol,Quetta,Balochistan,Hi-Octane (97 Ron),321.84,68.69,22107.19,Mobile Wallet,Agriculture
TXN-20253539,2026-06-07,Attock Petroleum Peshawar Saddar Filling Station,Attock Petroleum,Peshawar,KPK,Super (92 Ron),284.68,67.27,19150.42,Mobile Wallet,Agriculture
TXN-20253540,09-May-26,Cnergyico Rawalpindi Hub River Road Pump,Cnergyico,Rawalpindi,Punjab,Hi-Octane (97 Ron),312.37,125.79,39293.02,Debit Card,Individual
TXN-20253541,2025-03-09,Hascol Lahore Super Highway Station,Hascol,Lahore,Punjab,CNG,212.96,102.07,21736.83,CASH,Government
TXN-20253542,24-Mar-25,Shell Lahore Gulberg Station,Shell,Lahore,Punjab,Hi-Octane (97 Ron),318.93,104.86,33443.0,JazzCash,Agriculture
TXN-20253543,29/03/2025,Total Parco Islamabad Jail Road Petrol Pump,Total Parco,Islamabad,Islamabad ICT,High Speed Diesel,271.61,55.96,15199.3,EasyPaisa,Corporate
TXN-20253544,22-Jul-25,Attock Petroleum Peshawar Industrial Area Pump,Attock Petroleum,Peshawar,KPK,Super (92 Ron),276.93,116.56,32278.96,JazzCash,Corporate
TXN-20253545,26/01/2025,Hascol Peshawar Super Highway Station,Hascol,Peshawar,KPK,CNG,200.18,128.85,25793.19,Fleet Card,Agriculture
TXN-20253546,2026-05-23,Total Parco Karachi Jail Road Petrol Pump,Total Parco,Karachi,Sindh,High Speed Diesel,277.18,3394.95,941012.24,JazzCash,Agriculture
TXN-20253547,2025-11-01,PSO Peshawar Cantt Filling Point,PSO,Peshawar,KPK,Hi-Octane (97 Ron),319.2,112.49,35906.81,Debit Card,Government
TXN-20253548,2025-06-18,Attock Petroleum Karachi Motorway Service Area,Attock Petroleum,Karachi,Sindh,CNG,205.0,46.26,9483.3,JazzCash,Corporate
TXN-20253549,2025-01-30,Cnergyico Lahore Multan Road Filling Point,Cnergyico,Lahore,Punjab,CNG,214.42,8.5,1822.57,Credit Card,Agriculture
TXN-20253550,2025-10-16,Shell Lahore Mall Road Station,Shell,Lahore,Punjab,Super (92 Ron),268.44,134.42,36083.7,Cash,Individual
TXN-20253551,2025-06-07,Cnergyico Islamabad Murree Road Station,Cnergyico,Islamabad,Islamabad ICT,CNG,200.25,19.23,3850.81,cash,Corporate
TXN-20253552,2025-03-28,Total Parco Peshawar G-11 Markaz Station,Total Parco,Peshawar,KPK,High Speed Diesel,-99.0,149.83,-14833.17,Credit Card,Government
TXN-20253553,2026-01-09,Cnergyico Lahore Multan Road Filling Point,Cnergyico,Lahore,Punjab,Super (92 Ron),285.65,38.25,10926.11,JazzCash,Corporate Fleet
TXN-20253554,2025-08-11,Cnergyico Lahore Hub River Road Pump,Cnergyico,Lahore,Punjab,High Speed Diesel,280.61,99.1,27808.45,JazzCash,Government
TXN-20253555,2025-06-21,Hascol Peshawar Hayatabad Filling Station,Hascol,Peshawar,KPK,High Speed Diesel,273.68,122.07,33408.12,CASH,individual
TXN-20253556,2026-03-09,Shell Sialkot Karsaz Service Station,Shell,Sialkot,Punjab,CNG,218.19,19.92,4346.34,EasyPaisa,Corporate Fleet
TXN-20253557,10/02/2026,Total Parco Peshawar Jail Road Petrol Pump,Total Parco,Peshawar,KPK,High Speed Diesel,300.88,119.79,36042.42,Credit Card,Corporate
TXN-20253558,2025-09-18,Shell Rawalpindi Mall Road Station,Shell,Rawalpindi,Punjab,Super (92 Ron),9999.0,133.99,1339766.01,CASH,individual
TXN-20253559,2025-04-28,PSO Islamabad Lytton Road Pump,PSO,Islamabad,Islamabad ICT,Super (92 Ron),266.38,108.92,29014.11,Cash,Government
TXN-20253560,2025-12-12,Cnergyico Karachi Hub River Road Pump,Cnergyico,Karachi,Sindh,High Speed Diesel,271.18,91.26,24747.89,Credit Card,Corporate Fleet
TXN-20253561,2025-08-15,Attock Petroleum Multan Industrial Area Pump,Attock Petroleum,Multan,Punjab,Super (92 Ron),279.12,47.27,13194.0,JazzCash,individual
TXN-20253562,2025-03-02,Hascol Faisalabad Super Highway Station,Hascol,Faisalabad,Punjab,High Speed Diesel,287.26,120.6,41572.27,Credit Card,Corporate
TXN-20253563,2025-03-03,Attock Petroleum Faisalabad Motorway Service Area,Attock Petroleum,Faisalabad,Punjab,Super (92 Ron),280.19,99.98,28013.4,cash,Corporate
TXN-20253564,2025-01-07,PSO Peshawar Lytton Road Pump,PSO,Peshawar,KPK,Hi-Octane (97 Ron),306.08,119.28,36509.22,Fleet Card,Government
TXN-20253565,2025-02-27,Hascol Multan Hayatabad Filling Station,Hascol,Multan,Punjab,High Speed Diesel,302.14,32.26,9747.04,cash,individual
TXN-20253566,20/09/2025,Cnergyico Rawalpindi Multan Road Filling Point,Cnergyico,Rawalpindi,Punjab,Hi-Octane (97 Ron),300.2,5.79,1738.16,cash,Corporate
TXN-20253567,2026-01-06,PSO Quetta Blue Area Station,PSO,Quetta,Balochistan,Super (92 Ron),280.98,92.42,25968.17,Credit Card,Corporate
TXN-20253568,2025-02-14,Cnergyico Faisalabad Hub River Road Pump,Cnergyico,Faisalabad,Punjab,Super (92 Ron),286.26,149.51,42798.73,Mobile Wallet,Government
TXN-20253569,19-Apr-26,Shell Faisalabad Mall Road Station,Shell,Faisalabad,Punjab,Hi-Octane (97 Ron),295.78,43.31,12810.23,credit card,Individual
TXN-20253570,2026-08-24,PSO Sialkot Lytton Road Pump,PSO,Sialkot,Punjab,CNG,204.92,1383.48,283502.72,JazzCash,Individual
TXN-20253571,2026-05-09,Hascol Islamabad Super Highway Station,Hascol,Islamabad,Islamabad ICT,CNG,217.85,3035.04,661183.46,Mobile Wallet,Corporate Fleet
TXN-20253572,2025-11-30,PSO Islamabad Blue Area Station,PSO,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),312.65,35.53,11108.45,Cash,Government
TXN-20253573,2025-12-18,Cnergyico Quetta Hub River Road Pump,Cnergyico,Quetta,Balochistan,Super (92 Ron),279.91,108.48,30364.64,EasyPaisa,Government
TXN-20253574,2026-07-20,PSO Rawalpindi Clifton Service Station,PSO,Rawalpindi,Punjab,CNG,215.59,81.47,17564.12,Cash,Government
TXN-20253575,2026-04-27,Cnergyico Islamabad Murree Road Station,Cnergyico,Islamabad,Islamabad ICT,Super (92 Ron),281.38,100.3,28222.41,CASH,Agriculture
TXN-20253576,2026-08-08,PSO Lahore GT Road Service,PSO,Lahore,Punjab,Hi-Octane (97 Ron),303.38,9347.55,2835859.72,Mobile Wallet,Corporate Fleet
TXN-20253577,2025-02-01,PSO Peshawar Clifton Service Station,PSO,Peshawar,KPK,High Speed Diesel,,121.1,,EasyPaisa,Government
TXN-20253578,2025-03-21,Shell Peshawar Gulberg Station,Shell,Peshawar,KPK,High Speed Diesel,272.24,8686.84,2364905.32,Debit Card,Agriculture
TXN-20253579,2026-02-02,Hascol Quetta Hayatabad Filling Station,Hascol,Quetta,Balochistan,Super (92 Ron),289.06,54.86,15857.83,Debit Card,Corporate Fleet
TXN-20253580,2025-09-06,Cnergyico Faisalabad Hub River Road Pump,Cnergyico,Faisalabad,Punjab,Hi-Octane (97 Ron),316.85,85.11,26967.1,Fleet Card,Corporate
TXN-20253581,2026-04-19,Total Parco Multan G-11 Markaz Station,Total Parco,Multan,Punjab,Super (92 Ron),288.44,8.73,2518.08,Cash,Individual
TXN-20253582,2026-02-04,Shell Karachi University Road Pump,Shell,Karachi,Sindh,Hi-Octane (97 Ron),316.45,17.84,5645.47,Debit Card,Agriculture
TXN-20253583,2026-05-07,Total Parco Peshawar G-11 Markaz Station,Total Parco,Peshawar,KPK,Super (92 Ron),271.84,114.88,31228.98,Debit Card,Individual
TXN-20253584,2025-02-23,Hascol Peshawar Ferozepur Road Pump,Hascol,Peshawar,KPK,CNG,205.69,38.35,7888.21,,Agriculture
TXN-20253585,2025-08-22,Cnergyico Sialkot Multan Road Filling Point,Cnergyico,Sialkot,Punjab,High Speed Diesel,274.77,98.32,27015.39,credit card,Individual
TXN-20253586,2025-02-19,Cnergyico Rawalpindi Murree Road Station,Cnergyico,Rawalpindi,Punjab,Hi-Octane (97 Ron),315.11,109.33,34450.98,JazzCash,individual
TXN-20253587,2026-07-09,Attock Petroleum Multan Khyber Pass Pump,Attock Petroleum,Multan,Punjab,Super (92 Ron),288.08,10731.34,3091484.43,CASH,Agriculture
TXN-20253588,2025-06-08,PSO Sialkot Blue Area Station,PSO,Sialkot,Punjab,Hi-Octane (97 Ron),315.07,61.05,19235.02,Mobile Wallet,Government
TXN-20253589,2025-01-04,Hascol Peshawar Super Highway Station,Hascol,Peshawar,KPK,High Speed Diesel,304.98,9293.21,2834243.19,JazzCash,Agriculture
TXN-20253590,2025-06-25,Cnergyico Lahore Hub River Road Pump,Cnergyico,Lahore,Punjab,High Speed Diesel,294.16,133.35,39226.24,Cash,Agriculture
TXN-20253591,2026-04-07,Attock Petroleum Islamabad Saddar Filling Station,Attock Petroleum,Islamabad,Islamabad ICT,Super (92 Ron),277.89,139.74,38832.35,Credit Card,Individual
TXN-20253592,2025-08-28,Cnergyico Sialkot Multan Road Filling Point,Cnergyico,Sialkot,Punjab,Hi-Octane (97 Ron),324.08,20.97,6795.96,credit card,Government
TXN-20253593,2026-04-17,Attock Petroleum Peshawar Saddar Filling Station,Attock Petroleum,Peshawar,KPK,High Speed Diesel,276.72,128.44,,Credit Card,Corporate
TXN-20253594,2025-05-15,Shell Karachi Mall Road Station,Shell,Karachi,Sindh,CNG,216.86,40.71,8828.37,JazzCash,Corporate Fleet
TXN-20253595,2025-11-05,Total Parco Islamabad G-11 Markaz Station,Total Parco,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),311.26,5918.68,1842248.34,EasyPaisa,Individual
TXN-20253596,2025-01-31,Hascol Sialkot Ferozepur Road Pump,Hascol,Sialkot,Punjab,Super (92 Ron),287.19,122.63,35218.11,,Corporate
TXN-20253597,2025-07-21,Attock Petroleum Peshawar Industrial Area Pump,Attock Petroleum,Peshawar,KPK,CNG,202.47,33.21,6724.03,JazzCash,
TXN-20253598,03/06/2026,Shell Sialkot Gulberg Station,Shell,Sialkot,Punjab,High Speed Diesel,298.17,67.88,20239.78,JazzCash,Corporate Fleet
TXN-20253599,2026-06-10,Hascol Faisalabad Ferozepur Road Pump,Hascol,Faisalabad,Punjab,High Speed Diesel,284.28,92.2,26210.62,credit card,Corporate
TXN-20253600,08-Jun-25,Hascol Lahore Ferozepur Road Pump,Hascol,Lahore,Punjab,High Speed Diesel,299.99,556.56,166962.43,Debit Card,Individual
TXN-20253601,2025-12-24,Shell Islamabad F-7 Markaz Pump,Shell,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),326.95,48.85,15971.51,Mobile Wallet,individual
TXN-20253602,2025-10-09,Cnergyico Sialkot Multan Road Filling Point,Cnergyico,Sialkot,Punjab,Super (92 Ron),271.33,100.36,27230.68,Fleet Card,Corporate
TXN-20253603,2025-08-10,Cnergyico Faisalabad Hub River Road Pump,Cnergyico,Faisalabad,Punjab,CNG,203.43,142.73,29035.56,EasyPaisa,Government
TXN-20253604,2026-02-01,Cnergyico Islamabad Multan Road Filling Point,Cnergyico,Islamabad,Islamabad ICT,Super (92 Ron),274.76,57.67,15845.41,Debit Card,Corporate Fleet
TXN-20253605,2025-11-06,Shell Quetta Mall Road Station,Shell,Quetta,Balochistan,Hi-Octane (97 Ron),311.69,104.54,32584.07,Fleet Card,Government
TXN-20253606,2025-08-02,Shell Peshawar Mall Road Station,Shell,Peshawar,KPK,Hi-Octane (97 Ron),312.13,49.05,15309.98,Cash,Government
TXN-20253607,05-Mar-26,Cnergyico Quetta Multan Road Filling Point,Cnergyico,Quetta,Balochistan,High Speed Diesel,273.25,28.13,7686.52,EasyPaisa,Individual
TXN-20253608,2026-05-08,Total Parco Sialkot Jail Road Petrol Pump,Total Parco,Sialkot,Punjab,Hi-Octane (97 Ron),318.35,74.0,23557.9,credit card,Corporate Fleet
TXN-20253609,2026-08-12,Total Parco Peshawar Thokar Niaz Baig Station,Total Parco,Peshawar,KPK,CNG,215.69,140.82,30373.47,Mobile Wallet,individual
TXN-20253610,2025-12-20,Attock Petroleum Quetta Motorway Service Area,Attock Petroleum,Quetta,Balochistan,High Speed Diesel,295.82,19.69,5824.7,Debit Card,Corporate Fleet
TXN-20253611,2025-12-03,Hascol Sialkot Super Highway Station,Hascol,Sialkot,Punjab,CNG,217.3,33.7,7323.01,CASH,Individual
TXN-20253612,2026-03-25,Cnergyico Quetta Multan Road Filling Point,Cnergyico,Quetta,Balochistan,High Speed Diesel,298.75,79.89,23867.14,Debit Card,Corporate Fleet
TXN-20253613,2026-04-29,Cnergyico Multan Hub River Road Pump,Cnergyico,Multan,Punjab,Super (92 Ron),273.76,23.53,6441.57,Debit Card,Agriculture
TXN-20253614,2026-07-26,Hascol Islamabad Hayatabad Filling Station,Hascol,Islamabad,Islamabad ICT,Super (92 Ron),274.45,103.75,28474.19,Credit Card,Individual
TXN-20253615,2025-10-19,Hascol Karachi Ferozepur Road Pump,Hascol,Karachi,Sindh,High Speed Diesel,280.92,21.89,6149.34,Credit Card,individual
TXN-20253616,2025-03-05,Attock Petroleum Rawalpindi Saddar Filling Station,Attock Petroleum,Rawalpindi,Punjab,Hi-Octane (97 Ron),297.8,65.51,19508.88,Credit Card,Corporate
TXN-20253617,2025-09-28,Total Parco Karachi Shahrah-e-Faisal Point,Total Parco,Karachi,Sindh,CNG,217.73,30.63,6669.07,Debit Card,Corporate
TXN-20253618,2025-07-02,Total Parco Islamabad Jail Road Petrol Pump,Total Parco,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),323.1,143.75,46445.62,credit card,Corporate
TXN-20253619,24/07/2025,Shell Peshawar Karsaz Service Station,Shell,Peshawar,KPK,Hi-Octane (97 Ron),325.98,0.0,0.0,Credit Card,Individual
TXN-20253620,2026-01-28,Shell Rawalpindi F-7 Markaz Pump,Shell,Rawalpindi,Punjab,CNG,216.53,112.18,24290.34,JazzCash,Corporate Fleet
TXN-20253621,2026-06-26,Cnergyico Rawalpindi Hub River Road Pump,Cnergyico,Rawalpindi,Punjab,CNG,207.29,113.64,23556.44,JazzCash,Individual
TXN-20253622,2026-06-03,Hascol Quetta Hayatabad Filling Station,Hascol,Quetta,Balochistan,High Speed Diesel,280.58,27.66,7760.84,credit card,Corporate
TXN-20253623,2025-12-25,Attock Petroleum Multan Motorway Service Area,Attock Petroleum,Multan,Punjab,High Speed Diesel,278.0,79.24,22028.72,Cash,Government
TXN-20253624,2026-01-17,Attock Petroleum Rawalpindi Saddar Filling Station,Attock Petroleum,Rawalpindi,Punjab,Super (92 Ron),266.75,142.21,37934.52,Fleet Card,Government
TXN-20253625,01-Jan-25,Attock Petroleum Peshawar Motorway Service Area,Attock Petroleum,Peshawar,KPK,High Speed Diesel,295.46,9550.12,,JazzCash,Government
TXN-20253626,2025-09-18,PSO Peshawar Clifton Service Station,PSO,Peshawar,KPK,Super (92 Ron),266.59,27.59,7355.22,EasyPaisa,Individual
TXN-20253627,2025-12-09,Hascol Karachi Super Highway Station,Hascol,Karachi,Sindh,Hi-Octane (97 Ron),298.54,83.72,24993.77,Mobile Wallet,individual
TXN-20253628,2025-06-21,Cnergyico Lahore Murree Road Station,Cnergyico,Lahore,Punjab,CNG,210.55,9.02,1899.16,Mobile Wallet,Government
TXN-20253629,2026-06-30,Total Parco Islamabad Jail Road Petrol Pump,Total Parco,Islamabad,Islamabad ICT,High Speed Diesel,291.83,132.14,38562.42,cash,Corporate Fleet
TXN-20253630,2025-12-02,Cnergyico Peshawar Murree Road Station,Cnergyico,Peshawar,KPK,Hi-Octane (97 Ron),302.1,73.63,22243.62,Cash,Corporate
TXN-20253631,30/03/2025,Shell Karachi F-7 Markaz Pump,Shell,Karachi,Sindh,Super (92 Ron),286.32,9.21,,cash,Agriculture
TXN-20253632,2026-06-17,Total Parco Rawalpindi Thokar Niaz Baig Station,Total Parco,Rawalpindi,Punjab,Hi-Octane (97 Ron),321.48,23.46,7541.92,cash,Individual
TXN-20253633,2026-06-22,Total Parco Quetta Shahrah-e-Faisal Point,Total Parco,Quetta,Balochistan,Hi-Octane (97 Ron),304.69,68.15,20764.62,Cash,Corporate Fleet
TXN-20253634,19-Feb-25,Attock Petroleum Quetta Industrial Area Pump,Attock Petroleum,Quetta,Balochistan,High Speed Diesel,296.67,46.16,13694.29,cash,Individual
TXN-20253635,2025-06-03,Hascol Lahore Hayatabad Filling Station,Hascol,Lahore,Punjab,High Speed Diesel,303.35,66.41,,cash,Corporate Fleet
TXN-20253636,2025-06-10,Cnergyico Islamabad Murree Road Station,Cnergyico,Islamabad,Islamabad ICT,High Speed Diesel,270.48,30.89,8355.13,Cash,Corporate Fleet
TXN-20253637,20-Mar-25,Cnergyico Multan Murree Road Station,Cnergyico,Multan,Punjab,High Speed Diesel,290.6,100.5,29205.3,EasyPaisa,Government
TXN-20253638,2026-04-23,Attock Petroleum Karachi Khyber Pass Pump,Attock Petroleum,Karachi,Sindh,Super (92 Ron),276.08,68.22,18834.18,Cash,individual
TXN-20253639,01-May-26,PSO Rawalpindi Clifton Service Station,PSO,Rawalpindi,Punjab,Super (92 Ron),271.93,41.33,11238.87,EasyPaisa,individual
TXN-20253640,2026-05-16,Cnergyico Peshawar Hub River Road Pump,Cnergyico,Peshawar,KPK,CNG,211.93,24.32,5154.14,Fleet Card,Government
TXN-20253641,04-Jan-25,Shell Multan Gulberg Station,Shell,Multan,Punjab,Hi-Octane (97 Ron),318.84,62.65,19975.33,Mobile Wallet,Agriculture
TXN-20253642,23/02/2025,Attock Petroleum Sialkot Motorway Service Area,Attock Petroleum,Sialkot,Punjab,Hi-Octane (97 Ron),313.08,6147.33,1924606.08,Debit Card,individual
TXN-20253643,2025-01-22,Total Parco Quetta G-11 Markaz Station,Total Parco,Quetta,Balochistan,Super (92 Ron),283.51,22.59,6404.49,Cash,Agriculture
TXN-20253644,2025-06-10,Attock Petroleum Karachi Khyber Pass Pump,Attock Petroleum,Karachi,Sindh,Super (92 Ron),286.65,551.82,158179.2,credit card,Corporate Fleet
TXN-20253645,2026-01-01,Attock Petroleum Peshawar Industrial Area Pump,Attock Petroleum,Peshawar,KPK,Hi-Octane (97 Ron),319.16,10569.91,3373492.48,Credit Card,Government
TXN-20253646,2026-01-04,Hascol Karachi Ferozepur Road Pump,Hascol,Karachi,Sindh,CNG,210.16,26.68,5607.07,credit card,Government
TXN-20253647,2025-06-12,PSO Faisalabad Cantt Filling Point,PSO,Faisalabad,Punjab,Hi-Octane (97 Ron),328.65,79.13,26006.07,cash,Corporate
TXN-20253648,2025-10-04,Hascol Multan Ferozepur Road Pump,Hascol,Multan,Punjab,High Speed Diesel,293.07,28.17,8255.78,Mobile Wallet,Corporate
TXN-20253649,2026-05-21,Shell Peshawar Gulberg Station,Shell,Peshawar,KPK,CNG,201.68,112.32,22652.7,Fleet Card,individual
TXN-20253650,2026-05-24,Hascol Rawalpindi Ferozepur Road Pump,Hascol,Rawalpindi,Punjab,CNG,200.31,120.18,24073.26,Credit Card,Individual
TXN-20253651,26/10/2025,Hascol Sialkot Hayatabad Filling Station,Hascol,Sialkot,Punjab,Super (92 Ron),285.61,23.49,6708.98,Cash,Agriculture
TXN-20253652,2025-09-08,PSO Islamabad Clifton Service Station,PSO,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),296.39,66.64,19751.43,Mobile Wallet,Individual
TXN-20253653,04-Jul-25,Total Parco Quetta G-11 Markaz Station,Total Parco,Quetta,Balochistan,High Speed Diesel,294.75,4226.43,1245740.24,cash,Corporate Fleet
TXN-20253654,2026-08-01,Cnergyico Lahore Multan Road Filling Point,Cnergyico,Lahore,Punjab,High Speed Diesel,296.26,7143.41,2116306.65,Cash,individual
TXN-20253655,2025-01-22,Hascol Multan Hayatabad Filling Station,Hascol,Multan,Punjab,High Speed Diesel,293.87,3246.86,,credit card,Government
TXN-20253656,2025-07-20,PSO Islamabad Defence Filling Point,PSO,Islamabad,Islamabad ICT,High Speed Diesel,291.66,14.55,4243.65,JazzCash,Agriculture
TXN-20253657,2025-02-05,Hascol Multan Super Highway Station,Hascol,Multan,Punjab,High Speed Diesel,290.86,54.17,15755.89,Fleet Card,Corporate
TXN-20253658,2026-06-04,Attock Petroleum Lahore Khyber Pass Pump,Attock Petroleum,Lahore,Punjab,High Speed Diesel,280.07,,,cash,Corporate
TXN-20253659,2026-02-14,Shell Rawalpindi Mall Road Station,Shell,Rawalpindi,Punjab,High Speed Diesel,304.76,142.87,43541.06,CASH,Agriculture
TXN-20253660,2025-08-23,Attock Petroleum Quetta Khyber Pass Pump,Attock Petroleum,Quetta,Balochistan,Super (92 Ron),282.41,87.89,24821.01,credit card,Corporate
TXN-20253661,28/12/2025,Cnergyico Sialkot Murree Road Station,Cnergyico,Sialkot,Punjab,High Speed Diesel,295.98,135.15,40001.7,cash,Government
TXN-20253662,2025-03-10,Attock Petroleum Quetta Industrial Area Pump,Attock Petroleum,Quetta,Balochistan,Super (92 Ron),288.0,33.37,,credit card,Corporate
TXN-20253663,2025-08-28,Attock Petroleum Sialkot Industrial Area Pump,Attock Petroleum,Sialkot,Punjab,High Speed Diesel,301.9,146.65,44273.63,Credit Card,Individual
TXN-20253664,2025-04-20,Cnergyico Sialkot Multan Road Filling Point,Cnergyico,Sialkot,Punjab,Super (92 Ron),263.66,21.16,5579.05,CASH,Government
TXN-20253665,2025-07-06,PSO Faisalabad Cantt Filling Point,PSO,Faisalabad,Punjab,Hi-Octane (97 Ron),321.85,90.57,29149.95,Credit Card,Agriculture
TXN-20253666,17/06/2025,PSO Peshawar Blue Area Station,PSO,Peshawar,KPK,Hi-Octane (97 Ron),300.59,149.02,44793.92,credit card,Government
TXN-20253667,2026-02-14,Cnergyico Multan Murree Road Station,Cnergyico,Multan,Punjab,High Speed Diesel,291.88,92.11,26885.07,cash,individual
TXN-20253668,2025-08-18,Hascol Multan Hayatabad Filling Station,Hascol,Multan,Punjab,CNG,214.44,61.2,13123.73,EasyPaisa,individual
TXN-20253669,2025-01-05,Attock Petroleum Peshawar Motorway Service Area,Attock Petroleum,Peshawar,KPK,High Speed Diesel,294.61,93.5,27546.03,Fleet Card,Government
TXN-20253670,2025-04-23,Total Parco Multan Jail Road Petrol Pump,Total Parco,Multan,Punjab,Super (92 Ron),260.43,118.38,30829.7,credit card,Corporate
TXN-20253671,2025-04-08,Hascol Quetta Ferozepur Road Pump,Hascol,Quetta,Balochistan,CNG,219.05,91.02,,credit card,Government
TXN-20253672,2026-05-13,PSO Peshawar Defence Filling Point,PSO,Peshawar,KPK,High Speed Diesel,290.18,46.47,13484.66,Fleet Card,Agriculture
TXN-20253673,2025-05-24,Shell Islamabad University Road Pump,Shell,Islamabad,Islamabad ICT,CNG,219.22,129.5,,Cash,Agriculture
TXN-20253674,2025-04-15,Shell Faisalabad University Road Pump,Shell,Faisalabad,Punjab,CNG,214.43,44.52,9546.42,JazzCash,individual
TXN-20253675,2026-07-27,Attock Petroleum Quetta Motorway Service Area,Attock Petroleum,Quetta,Balochistan,High Speed Diesel,299.13,103.43,,Debit Card,Corporate Fleet
TXN-20253676,2025-06-14,Total Parco Rawalpindi Jail Road Petrol Pump,Total Parco,Rawalpindi,Punjab,Hi-Octane (97 Ron),318.4,28.06,8934.3,JazzCash,Government
TXN-20253677,19/12/2025,PSO Sialkot Lytton Road Pump,PSO,Sialkot,Punjab,High Speed Diesel,274.36,68.63,18829.33,Debit Card,Corporate Fleet
TXN-20253678,2025-12-21,Attock Petroleum Peshawar Khyber Pass Pump,Attock Petroleum,Peshawar,KPK,Hi-Octane (97 Ron),320.67,66.06,21183.46,EasyPaisa,Individual
TXN-20253679,2025-05-31,Shell Islamabad F-7 Markaz Pump,Shell,Islamabad,Islamabad ICT,CNG,217.96,8611.99,1877069.34,CASH,individual
TXN-20253680,2026-04-11,Hascol Quetta Hayatabad Filling Station,Hascol,Quetta,Balochistan,CNG,205.23,23.56,4835.22,JazzCash,Agriculture
TXN-20253681,2025-12-20,Hascol Peshawar Super Highway Station,Hascol,Peshawar,KPK,CNG,206.99,121.53,25155.49,JazzCash,Agriculture
TXN-20253682,02-Aug-26,Cnergyico Lahore Multan Road Filling Point,Cnergyico,Lahore,Punjab,CNG,206.92,109.61,22680.5,Cash,Individual
TXN-20253683,2026-08-03,PSO Sialkot Clifton Service Station,PSO,Sialkot,Punjab,Super (92 Ron),263.96,66.84,17643.09,CASH,individual
TXN-20253684,2025-03-04,Total Parco Faisalabad Jail Road Petrol Pump,Total Parco,Faisalabad,Punjab,Super (92 Ron),284.7,108.0,30747.6,Cash,Corporate Fleet
TXN-20253685,2026-04-20,PSO Islamabad GT Road Service,PSO,Islamabad,Islamabad ICT,High Speed Diesel,281.19,12.66,3559.87,Cash,Agriculture
TXN-20253686,26/03/2026,PSO Rawalpindi GT Road Service,PSO,Rawalpindi,Punjab,High Speed Diesel,273.26,58.66,16029.43,Debit Card,Corporate
TXN-20253687,2025-05-29,PSO Faisalabad GT Road Service,PSO,Faisalabad,Punjab,CNG,-99.0,123.46,-12222.54,Credit Card,individual
TXN-20253688,2026-01-12,Hascol Islamabad Super Highway Station,Hascol,Islamabad,Islamabad ICT,CNG,210.15,87.99,18491.1,Debit Card,individual
TXN-20253689,2025-01-16,PSO Quetta GT Road Service,PSO,Quetta,Balochistan,Hi-Octane (97 Ron),307.98,89.6,27595.01,Mobile Wallet,Corporate
TXN-20253690,15-Oct-25,Total Parco Rawalpindi Shahrah-e-Faisal Point,Total Parco,Rawalpindi,Punjab,High Speed Diesel,297.39,70.08,20841.09,credit card,Corporate Fleet
TXN-20253691,2026-08-13,Total Parco Islamabad Shahrah-e-Faisal Point,Total Parco,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),312.28,60.9,19017.85,Cash,Corporate
TXN-20253692,2026-04-19,Hascol Sialkot Hayatabad Filling Station,Hascol,Sialkot,Punjab,Hi-Octane (97 Ron),296.07,89.33,26447.93,Cash,Corporate Fleet
TXN-20253692,2026-04-19,Hascol Sialkot Hayatabad Filling Station,Hascol,Sialkot,Punjab,Hi-Octane (97 Ron),296.07,89.33,26447.93,Cash,Corporate Fleet
TXN-20253693,2025-10-08,Attock Petroleum Rawalpindi Khyber Pass Pump,Attock Petroleum,Rawalpindi,Punjab,Super (92 Ron),265.5,56.49,14998.1,credit card,individual
TXN-20253694,02-Nov-25,Shell Rawalpindi Gulberg Station,Shell,Rawalpindi,Punjab,Hi-Octane (97 Ron),317.39,139.53,44285.43,Fleet Card,Corporate
TXN-20253695,2025-06-09,Attock Petroleum Faisalabad Khyber Pass Pump,Attock Petroleum,Faisalabad,Punjab,Super (92 Ron),286.6,31.36,8987.78,Mobile Wallet,Government
TXN-20253696,19-May-26,Cnergyico Multan Multan Road Filling Point,Cnergyico,Multan,Punjab,CNG,213.39,896.03,191203.84,Credit Card,Government
TXN-20253697,2026-01-21,Shell Faisalabad F-7 Markaz Pump,Shell,Faisalabad,Punjab,Hi-Octane (97 Ron),296.16,36.15,10706.18,Debit Card,Corporate Fleet
